name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,developer
Up,Nintendo Wii,2009,Action,Thq,0.22,0.28,0.0,0.06,0.56,Asobo Studio
Breath Of Fire Iv,PlayStation,2000,Role Playing,Capcom,0.11,0.08,0.34,0.04,0.56,Capcom
Tales Of Zestiria,PlayStation 3,2015,Role Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,"Namco Bandai Games, Bandai Namco Games"
True Crime: Streets Of La,GameCube,2003,Action,Activision,0.44,0.11,0.0,0.02,0.56,Exakt
Odin Sphere,PlayStation 2,2007,Role Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,Vanilla Ware
Petz Wild Animals: Tigerz,Nintendo DS,2008,Simulation,Ubisoft,0.52,0.0,0.0,0.04,0.56,Magic Pockets
The Incredible Hulk,Game Boy Advance,2003,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56,Unknown
Ms. Pac-Man Maze Madness,Game Boy Advance,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56,Full-Fat
Xenoblade Chronicles,Nintendo 3DS,2015,Role Playing,Nintendo,0.27,0.14,0.12,0.04,0.56,Unknown
Titanfall,Personal Computer,2014,Shooter,Electronic Arts,0.22,0.3,0.0,0.04,0.56,Respawn Entertainment
Arena Football,PlayStation 2,2006,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,EA Tiburon
The Lord Of The Rings: The Return Of The King,Game Boy Advance,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,Griptonite Games
Nhl Hitz 20-02,PlayStation 2,2001,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56,Black Box
The Legend Of Spyro: Dawn Of The Dragon,Nintendo Wii,2008,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,Etranges Libellules
Classic Nes Series: Dr. Mario,Game Boy Advance,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,Nintendo
The Sims: Bustin' Out,Xbox,2003,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56,Maxis
Ncaa March Madness 07,PlayStation 2,2007,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,EA Canada
"Monsters, Inc. Scream Team",PlayStation,2001,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56,Artificial Mind and Movement
"Warhammer 40,000: Space Marine",Xbox 360,2011,Shooter,Thq,0.25,0.26,0.0,0.06,0.56,Relic
Harry Potter Collection,PlayStation 2,2006,Misc,Electronic Arts,0.28,0.21,0.0,0.07,0.56,Electronic Arts
Top Spin 3,Xbox 360,2008,Action,Take Two Interactive,0.09,0.4,0.0,0.07,0.56,Pam Development
Yu-Gi-Oh! World Championship Tournament 2004,Game Boy Advance,2004,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,Unknown
Cabela'S Big Game Hunter 2005 Adventures,PlayStation 2,2004,Sports,Activision,0.28,0.21,0.0,0.07,0.56,Sand Grain Studios
Lego Rock Band,Xbox 360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.11,0.0,0.05,0.56,TT Fusion
Knockout Kings 2001,PlayStation 2,2001,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56,Black Ops Entertainment
Army Men: Sarge'S Heroes,PlayStation,1999,Action,3Do,0.31,0.21,0.0,0.04,0.56,Unknown
Petz Dogz 2,PlayStation 2,2007,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56,Ubisoft
Battlefield 2: Modern Combat,Xbox,2005,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,Digital Illusions
Tom Clancy'S Hawx,PlayStation 3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,Ubisoft Romania
All-Star Baseball 2002,PlayStation 2,2001,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56,Acclaim Studios Austin
Backyard Nfl Football,Game Boy Advance,2002,Sports,Infogrames,0.4,0.15,0.0,0.01,0.56,Unknown
Minecraft: Story Mode,Xbox One,2015,Adventure,Mojang,0.3,0.21,0.0,0.05,0.56,Unknown
Jillian Michaels Fitness Ultimatum 2010,Nintendo Wii,2009,Sports,Majesco Entertainment,0.51,0.01,0.0,0.04,0.56,Collision Studios
Need For Speed: Most Wanted,GameCube,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada
Nascar Rumble,PlayStation,2000,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56,Unknown
Bolt,Nintendo Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.56,Avalanche Software
Wwe Raw 2,Xbox,2003,Fighting,Thq,0.43,0.11,0.0,0.02,0.56,Anchor
Resident Evil 2,Nintendo 64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,Unknown
Mega Man X2,Super Nintendo Entertainment System,1993,Platform,Laguna,0.09,0.02,0.45,0.0,0.56,Unknown
Manhunt 2,PlayStation 2,2007,Action,Take Two Interactive,0.27,0.21,0.0,0.07,0.56,Rockstar London
Fullmetal Alchemist And The Broken Angel,PlayStation 2,2003,Role Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,Racjin
Tony Hawk'S Project 8,PlayStation Portable,2006,Sports,Activision,0.41,0.07,0.0,0.07,0.56,Page 44 Studios
Hamtaro: Ham-Hams Unite!,Game Boy,2001,Role Playing,Nintendo,0.0,0.0,0.56,0.0,0.56,Unknown
Batman Begins,PlayStation 2,2005,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,Eurocom Entertainment Software
Dogz,Nintendo DS,2006,Simulation,Ubisoft,0.5,0.01,0.0,0.04,0.56,MTO
Yokai Sangokushi,Nintendo 3DS,2016,Action,Level 5,0.0,0.0,0.56,0.0,0.56,Unknown
Tony Hawk'S Proving Ground,Xbox 360,2007,Sports,Activision,0.49,0.02,0.0,0.04,0.56,Neversoft Entertainment
Dr. Seuss' The Cat In The Hat,PlayStation 2,2003,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56,Magenta Software
Barbie Groovy Games,Game Boy Advance,2002,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56,Digital Illusions
Wolfenstein,Xbox 360,2009,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,"id Software, Raven Software"
Yu-Gi-Oh! Reshef Of Destruction,Game Boy Advance,2003,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,Unknown
Blinx: The Time Sweeper,Xbox,2002,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,Artoon
Espn Nfl Football,PlayStation 2,2003,Sports,Sega,0.27,0.21,0.0,0.07,0.56,Visual Concepts
Fatal Fury Special,Super Nintendo Entertainment System,1994,Fighting,Takara,0.0,0.0,0.56,0.0,0.56,Unknown
Major League Baseball 2K5,Xbox,2005,Sports,Take Two Interactive,0.52,0.02,0.0,0.02,0.56,Kush Games
Tetris Party Deluxe,Nintendo Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,"Tetris Online, Inc"
Ds Bimoji Training,Nintendo DS,2008,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56,Unknown
Gravity Rush,PlayStation Vita,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,SCE Japan Studio
Quantum Break,Xbox One,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,Remedy Entertainment
Archer Maclean'S Mercury,PlayStation Portable,2005,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,Awesome Studios
Tmnt,Xbox 360,2007,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,Ubisoft Montreal
Middle-Earth: Shadow Of Mordor,PlayStation 3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56,Behaviour Interactive
Soldier Of Fortune: Gold Edition,PlayStation 2,2001,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56,Pipe Dream Interactive
Fifa 15,Nintendo Wii,2014,Sports,Electronic Arts,0.15,0.37,0.0,0.04,0.56,EA Sports
Final Fantasy Iv: The Complete Collection,PlayStation Portable,2011,Role Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,Bullets
Frontlines: Fuel Of War,Xbox 360,2008,Shooter,Thq,0.34,0.15,0.01,0.05,0.56,Kaos Studios
Mx 2002 Featuring Ricky Carmichael,PlayStation 2,2001,Racing,Thq,0.27,0.21,0.0,0.07,0.56,Pacific Coast Power & Light
Ncaa Football 07,Xbox,2006,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,EA Sports
Lunar: Silver Star Story Complete,PlayStation,1998,Role Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,Game Arts
Harvest Moon: The Tale Of Two Towns,Nintendo DS,2010,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,Marvelous Entertainment
No More Heroes,Nintendo Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,Grasshopper Manufacture
Nba Showtime: Nba On Nbc,PlayStation,1999,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55,Unknown
God Of War: Origins Collection,PlayStation 3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,Ready at Dawn
Dora The Explorer: Dora Saves The Snow Princess,Nintendo Wii,2008,Platform,Take Two Interactive,0.49,0.02,0.0,0.04,0.55,High Voltage Software
Soul Reaver 2,PlayStation 2,2001,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,Crystal Dynamics
Metal Gear Solid 3: Subsistence,PlayStation 2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,Aspect
The Godfather (Old Us Sales),Xbox,2006,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55,Unknown
Enslaved: Odyssey To The West,PlayStation 3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,Ninja Theory
Daytona Usa,Sega Saturn,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55,Unknown
Wwf Raw,Xbox,2002,Fighting,Thq,0.4,0.13,0.0,0.02,0.55,Anchor
Shin Super Robot Taisen,PlayStation,1996,Role Playing,Banpresto,0.0,0.0,0.52,0.04,0.55,Unknown
Jump Super Stars,Nintendo DS,2005,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55,Unknown
Guitar Hero Live,Xbox One,2015,Misc,Activision,0.3,0.2,0.0,0.05,0.55,FreeStyleGames
The Activision Decathlon,Atari 2600,1982,Sports,Activision,0.52,0.03,0.0,0.01,0.55,Unknown
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PlayStation,2001,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.55,Unknown
Fighting Force 2,PlayStation,1999,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,Unknown
Sakura Wars,Sega Saturn,1996,Adventure,Sega,0.0,0.0,0.55,0.0,0.55,Unknown
Catz,Nintendo DS,2006,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.55,Powerhead Games
Extermination,PlayStation 2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,Deep Space
Batman: Vengeance,PlayStation 2,2001,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,Ubisoft
Ratchet & Clank: Quest For Booty,PlayStation 3,2008,Platform,Sony Computer Entertainment,0.0,0.52,0.0,0.04,0.55,Unknown
Derby Stallion 04,PlayStation 2,2004,Sports,Enterbrain,0.0,0.0,0.55,0.0,0.55,Unknown
Rapala Tournament Fishing!,Nintendo Wii,2006,Sports,Activision,0.51,0.0,0.0,0.04,0.55,Unknown
Hot Shots Golf: World Invitational,PlayStation Vita,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55,Clap Hanz
Tony Hawk'S Pro Skater 3,Xbox,2002,Sports,Activision,0.34,0.18,0.0,0.02,0.55,Neversoft Entertainment
Mega Man Zero,Game Boy Advance,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,Inti
Contender 2,PlayStation,2000,Fighting,3Do,0.31,0.21,0.0,0.04,0.55,Bam Entertainment
Resident Evil: Revelations 2,PlayStation 4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.55,Capcom
Star Wars: Dark Forces,PlayStation,1996,Shooter,Lucasarts,0.31,0.21,0.0,0.04,0.55,Unknown
Lego Dimensions,PlayStation 3,2015,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0.0,0.09,0.55,Unknown
Nba 2K8,PlayStation 3,2007,Sports,Take Two Interactive,0.5,0.01,0.0,0.05,0.55,Visual Concepts
Rayman Origins,Nintendo Wii,2011,Platform,Ubisoft,0.21,0.27,0.0,0.06,0.55,UBlart Montpellier
The Amazing Spider-Man 2 (2014),PlayStation 4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.55,Unknown
Sd Gundam G Generation Zero,PlayStation,1999,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55,Unknown
Assassin'S Creed: Unity,Personal Computer,2014,Action,Ubisoft,0.18,0.33,0.0,0.04,0.55,"Ubisoft, Ubisoft Montreal"
Mx Vs. Atv: Alive,Xbox 360,2011,Racing,Thq,0.37,0.13,0.0,0.04,0.55,THQ Digital Studio Phoenix
Super Robot Taisen F,Sega Saturn,1997,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,Unknown
Shrek 2,Xbox,2004,Platform,Activision,0.4,0.13,0.0,0.02,0.55,"Luxoflux, Inc."
Purr Pals,Nintendo DS,2007,Simulation,Thq,0.18,0.35,0.0,0.02,0.55,Brain Toys
Assassin'S Creed Ii,Personal Computer,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal
Soccer Tsuku 2002: J-League Pro Soccer Club O Tsukurou!,PlayStation 2,2002,Sports,Sega,0.0,0.0,0.55,0.0,0.55,Unknown
Secret Agent Clank(Us Sales),PlayStation Portable,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55,Unknown
Spongebob Squarepants: Supersponge,Game Boy Advance,2001,Action,Thq,0.39,0.15,0.0,0.01,0.55,Unknown
Super Robot Taisen F Kanketsuhen,Sega Saturn,1998,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,Unknown
Tak And The Power Of Juju,Game Boy Advance,2003,Platform,Thq,0.39,0.15,0.0,0.01,0.55,Avalanche Software
Madagascar: Escape 2 Africa,Nintendo Wii,2008,Action,Activision,0.31,0.18,0.0,0.05,0.55,Unknown
Lips: Number One Hits,Xbox 360,2009,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,iNiS
Mortal Kombat 3,PlayStation,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,Unknown
Star Wars Battlefront (2015),Personal Computer,2015,Shooter,Electronic Arts,0.13,0.38,0.0,0.04,0.55,Unknown
Turok: Evolution,Xbox,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,Acclaim
Grease,Nintendo Wii,2010,Misc,505 Games,0.26,0.24,0.0,0.05,0.55,Unknown
Jak X: Combat Racing,PlayStation 2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,Naughty Dog
Donkey Kong Jungle Climber,Nintendo DS,2007,Platform,Nintendo,0.25,0.03,0.24,0.03,0.55,Unknown
American Idol,PlayStation 2,2003,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,Hothouse Creations
Top Gun: Fire At Will!,PlayStation,1996,Misc,Microprose,0.3,0.21,0.0,0.04,0.55,Unknown
Barbie Horse Adventures: Riding Camp,Nintendo DS,2008,Sports,Activision,0.5,0.0,0.0,0.04,0.55,Activision
Red Dead Revolver,Xbox,2004,Shooter,Take Two Interactive,0.4,0.12,0.0,0.02,0.55,Rockstar San Diego
Crosswords,Nintendo DS,2008,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,Nuevo Retro Games
Viva Pinata: Pocket Paradise,Nintendo DS,2008,Simulation,Thq,0.26,0.23,0.0,0.06,0.55,Rare Ltd.
Petz Catz Clan,Nintendo DS,2008,Simulation,Ubisoft,0.47,0.03,0.0,0.04,0.54,Digital Kids
Zhuzhu Pets 2: Featuring The Wild Bunch,Nintendo DS,2010,Simulation,Activision,0.4,0.1,0.0,0.04,0.54,Activision
Sly Cooper: Thieves In Time,PlayStation 3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,Sanzaru Games
Iron Man,PlayStation 2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.54,Artificial Mind and Movement
Singstar Summer Party,PlayStation 2,2008,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54,Unknown
Spec Ops: The Line,PlayStation 3,2012,Shooter,Take Two Interactive,0.19,0.23,0.04,0.08,0.54,Yager
The Spongebob Squarepants Movie,Xbox,2004,Platform,Thq,0.4,0.12,0.0,0.02,0.54,Heavy Iron Studios
Nhl 14,PlayStation 3,2013,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,Electronic Arts
F1 2013,PlayStation 3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,Codemasters Birmingham
Fifa Soccer 07,Xbox,2006,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54,Unknown
Gekikuukan Pro Yakyuu: At The End Of The Century 1999,PlayStation 2,2000,Sports,Squaresoft,0.0,0.0,0.54,0.0,0.54,Unknown
Legends Of Wrestlemania,PlayStation 3,2009,Fighting,Thq,0.3,0.16,0.0,0.07,0.54,Yuke's
Are You Smarter Than A 5Th Grader? Make The Grade,Nintendo Wii,2008,Misc,Thq,0.5,0.0,0.0,0.04,0.54,THQ
Tiger Woods Pga Tour 08,Xbox 360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,EA Salt Lake
Medarot 2: Kabuto  &  Kuwagata Version,Game Boy,1999,Role Playing,Imagineer,0.0,0.0,0.54,0.0,0.54,Unknown
Dance Dance Revolution Ultramix,Xbox,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,Konami Computer Entertainment Hawaii
Crash Tag Team Racing,PlayStation 2,2005,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,Radical Entertainment
Front Mission 4,PlayStation 2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,Square Enix
The Fairly Odd Parents: Breakin' Da Rules,Game Boy Advance,2003,Platform,Thq,0.39,0.14,0.0,0.01,0.54,Unknown
Rayman Origins,PlayStation Vita,2012,Platform,Ubisoft,0.12,0.33,0.0,0.09,0.54,UBlart Montpellier
Ninokuni: Shikkoku No Madoushi,Nintendo DS,2010,Role Playing,Level 5,0.0,0.0,0.54,0.0,0.54,Unknown
F.E.A.R.,PlayStation 3,2007,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,Day 1 Studios
Enslaved: Odyssey To The West,Xbox 360,2010,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,Ninja Theory
Srs: Street Racing Syndicate,PlayStation 2,2004,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54,Unknown
Dragon Ball Z: Shin Budokai,PlayStation Portable,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,Dimps Corporation
Tiger Woods Pga Tour 13,PlayStation 3,2012,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,Electronic Arts
Dynasty Warriors: Gundam 3,PlayStation 3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,"Omega Force, Koei Tecmo Games"
Action Force,Atari 2600,1982,Action,Cpg Products,0.5,0.03,0.0,0.01,0.54,Unknown
Fifa 99,Nintendo 64,1998,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54,Unknown
Gauntlet Legends,Nintendo 64,1999,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,Unknown
Kidou Senshi Gundam: Extreme Vs,PlayStation 3,2011,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54,Unknown
System 3 Presents Ferrari Challenge Trofeo Pirelli,Nintendo Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54,Unknown
Tony Hawk: Shred,Nintendo Wii,2010,Sports,Activision,0.39,0.11,0.0,0.04,0.54,Robomodo
Tiger Woods Pga Tour 11,Nintendo Wii,2010,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,EA Sports
Nba Live 10,PlayStation 3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,EA Canada
Metro 2033,Xbox 360,2010,Shooter,Thq,0.22,0.23,0.03,0.05,0.54,4A Games
Bust A Groove,PlayStation,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54,Unknown
Fire Emblem: Path Of Radiance,GameCube,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,Intelligent Systems
Dragon Quest Characters: Torneko No Daibouken 3: Fushigi No Dungeon,PlayStation 2,2002,Role Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54,Unknown
Hotel Dusk: Room 215,Nintendo DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,Cing
Final Fantasy Explorers,Nintendo 3DS,2014,Role Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,Racjin
Pachi-Slot Aruze Oukoku 2,PlayStation,1999,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54,Unknown
Bratz: Rock Angelz,Game Boy Advance,2004,Misc,Thq,0.39,0.14,0.0,0.01,0.54,Altron
Ssx Tricky,GameCube,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,EA Sports Big
Greg Hastings' Tournament Paintball,Xbox,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,WXP
World Soccer Winning Eleven 7 International (Jp Version),PlayStation 2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54,Unknown
Espn Nba Basketball,PlayStation 2,2003,Sports,Sega,0.26,0.21,0.0,0.07,0.54,Visual Concepts
Dragon Ball Z: Ultimate Tenkaichi,Xbox 360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,Spike
Sacred 2: Fallen Angel,Xbox 360,2009,Role Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,"Ascaron Entertainment GmbH, Ascaron Entertainment"
Two Worlds Ii,Xbox 360,2011,Role Playing,Unknown,0.4,0.07,0.03,0.03,0.54,Reality Pump
Over The Hedge,PlayStation 2,2006,Platform,Activision,0.45,0.02,0.0,0.07,0.54,Edge of Reality
Mat Hoffman'S Pro Bmx,PlayStation,2001,Sports,Activision,0.3,0.2,0.0,0.04,0.54,Shaba Games
Phineas And Ferb: Across The 2Nd Dimension,Nintendo DS,2011,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05,0.54,Altron
50 Classic Games,Nintendo DS,2009,Misc,Destineer,0.5,0.0,0.0,0.04,0.54,Cerasus Media
Let'S Draw!,Nintendo DS,2008,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54,Unknown
Nhl 14,Xbox 360,2013,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,Electronic Arts
Popeye,Atari 2600,1982,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54,Unknown
Petz Nursery,Nintendo DS,2009,Simulation,Ubisoft,0.5,0.0,0.0,0.04,0.54,Digital Kids
The Hobbit,PlayStation 2,2003,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,Inevitable Entertainment
War Of The Monsters,PlayStation 2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,Incognito Inc.
Harry Potter And The Deathly Hallows - Part 1,Nintendo Wii,2010,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,Electronic Arts
The Incredible Hulk: Ultimate Destruction,PlayStation 2,2005,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,Radical Entertainment
Time Crisis: Razing Storm,PlayStation 3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,Nex Entertainment
Summer Sports: Paradise Island,Nintendo Wii,2008,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,Destineer
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",Sega Saturn,1998,Adventure,Sega,0.0,0.0,0.53,0.0,0.53,Unknown
Time Crisis Ii,PlayStation 2,2001,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,Namco
Inazuma Eleven Go,Nintendo 3DS,2011,Role Playing,Nintendo,0.0,0.05,0.48,0.0,0.53,Unknown
Clock Tower,PlayStation,1996,Adventure,Ascii Entertainment,0.07,0.05,0.38,0.03,0.53,Unknown
Ncaa March Madness 06,PlayStation 2,2005,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,EA Canada
Lego Dimensions,Nintendo Wii U,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,Traveller's Tales
Valkyria Chronicles Ii,PlayStation Portable,2010,Role Playing,Sega,0.12,0.15,0.18,0.09,0.53,Sega
Jampack Volume 11,PlayStation 2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,Unknown
Monster High: Ghoul Spirit,Nintendo Wii,2011,Misc,Thq,0.42,0.07,0.0,0.04,0.53,THQ
Tatsunoko Vs. Capcom: Ultimate All-Stars,Nintendo Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,Eighting
Rune Factory: A Fantasy Harvest Moon,Nintendo DS,2006,Role Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,Neverland
Legacy Of Kain: Defiance,PlayStation 2,2003,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,Crystal Dynamics
Ncaa March Madness 2005,PlayStation 2,2004,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,EA Canada
007 Racing,PlayStation,2000,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,Eutechnyx
Tactics Ogre: Let Us Cling Together,PlayStation Portable,2010,Role Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,Square Enix
Conflict: Vietnam,PlayStation 2,2004,Shooter,Sci,0.26,0.2,0.0,0.07,0.53,Pivotal Games
Dragon'S Crown,PlayStation 3,2013,Role Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,Vanillaware
2 In 1 Combo Pack: Sonic Heroes  &  Super Monkey Ball Deluxe,Xbox,2004,Misc,Sega,0.4,0.11,0.0,0.02,0.53,Unknown
Mlb Slugfest 20-04,PlayStation 2,2003,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,Midway
Gex 3: Deep Cover Gecko,PlayStation,1999,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53,Unknown
Nascar 09,PlayStation 2,2008,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53,EA Tiburon
Blitz: The League,Xbox,2004,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,Midway
Manhunt 2,Nintendo Wii,2007,Action,Take Two Interactive,0.25,0.23,0.0,0.06,0.53,Rockstar Toronto
Just Dance 2015,Xbox One,2014,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,Ubisoft
Jampack Vol. 2,PlayStation,1996,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53,Unknown
The Lego Movie Videogame,Xbox One,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,TT Games
Virtual Soccer,Super Nintendo Entertainment System,1993,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53,Unknown
Overwatch,Personal Computer,2016,Shooter,Activision,0.25,0.24,0.0,0.04,0.53,Blizzard Entertainment
